,id,title
612,122,The Lord of the Rings: The Return of the King
613,13,Forrest Gump
614,429,"The Good, the Bad and the Ugly"
615,769,GoodFellas
616,346,Seven Samurai
617,12477,Grave of the Fireflies
618,637,Life Is Beautiful
619,11216,Cinema Paradiso
620,278,The Shawshank Redemption
621,238,The Godfather
622,240,The Godfather Part II
623,424,Schindler's List
624,389,12 Angry Men
625,19404,Dilwale Dulhania Le Jayenge
626,129,Spirited Away
627,155,The Dark Knight
628,496243,Parasite
629,497,The Green Mile
630,372058,Your Name.
631,680,Pulp Fiction
632,122,The Lord of the Rings: The Return of the King
633,13,Forrest Gump
634,429,"The Good, the Bad and the Ugly"
635,769,GoodFellas
636,346,Seven Samurai
637,12477,Grave of the Fireflies
638,637,Life Is Beautiful
639,11216,Cinema Paradiso
640,278,The Shawshank Redemption
641,238,The Godfather
642,240,The Godfather Part II
643,424,Schindler's List
644,389,12 Angry Men
645,19404,Dilwale Dulhania Le Jayenge
646,129,Spirited Away
647,155,The Dark Knight
648,496243,Parasite
649,497,The Green Mile
650,372058,Your Name.
651,680,Pulp Fiction
652,122,The Lord of the Rings: The Return of the King
653,13,Forrest Gump
654,429,"The Good, the Bad and the Ugly"
655,769,GoodFellas
656,346,Seven Samurai
657,12477,Grave of the Fireflies
658,637,Life Is Beautiful
659,11216,Cinema Paradiso
660,278,The Shawshank Redemption
661,238,The Godfather
662,240,The Godfather Part II
663,424,Schindler's List
664,389,12 Angry Men
665,19404,Dilwale Dulhania Le Jayenge
666,129,Spirited Away
667,155,The Dark Knight
668,496243,Parasite
669,497,The Green Mile
670,372058,Your Name.
671,680,Pulp Fiction
672,122,The Lord of the Rings: The Return of the King
673,13,Forrest Gump
674,429,"The Good, the Bad and the Ugly"
675,769,GoodFellas
676,346,Seven Samurai
677,12477,Grave of the Fireflies
678,637,Life Is Beautiful
679,11216,Cinema Paradiso
680,278,The Shawshank Redemption
681,238,The Godfather
682,240,The Godfather Part II
683,424,Schindler's List
684,389,12 Angry Men
685,19404,Dilwale Dulhania Le Jayenge
686,129,Spirited Away
687,155,The Dark Knight
688,496243,Parasite
689,497,The Green Mile
690,372058,Your Name.
691,680,Pulp Fiction
692,122,The Lord of the Rings: The Return of the King
693,13,Forrest Gump
694,429,"The Good, the Bad and the Ugly"
695,769,GoodFellas
696,346,Seven Samurai
697,12477,Grave of the Fireflies
698,637,Life Is Beautiful
699,11216,Cinema Paradiso
700,278,The Shawshank Redemption
701,238,The Godfather
702,240,The Godfather Part II
703,424,Schindler's List
704,389,12 Angry Men
705,19404,Dilwale Dulhania Le Jayenge
706,129,Spirited Away
707,155,The Dark Knight
708,496243,Parasite
709,497,The Green Mile
710,372058,Your Name.
711,680,Pulp Fiction
712,122,The Lord of the Rings: The Return of the King
713,13,Forrest Gump
714,429,"The Good, the Bad and the Ugly"
715,769,GoodFellas
716,346,Seven Samurai
717,12477,Grave of the Fireflies
718,637,Life Is Beautiful
719,11216,Cinema Paradiso
720,278,The Shawshank Redemption
721,238,The Godfather
722,240,The Godfather Part II
723,424,Schindler's List
724,389,12 Angry Men
725,19404,Dilwale Dulhania Le Jayenge
726,129,Spirited Away
727,155,The Dark Knight
728,496243,Parasite
729,497,The Green Mile
730,372058,Your Name.
731,680,Pulp Fiction
732,122,The Lord of the Rings: The Return of the King
733,13,Forrest Gump
734,429,"The Good, the Bad and the Ugly"
735,769,GoodFellas
736,346,Seven Samurai
737,12477,Grave of the Fireflies
738,637,Life Is Beautiful
739,11216,Cinema Paradiso
740,278,The Shawshank Redemption
741,238,The Godfather
742,240,The Godfather Part II
743,424,Schindler's List
744,389,12 Angry Men
745,19404,Dilwale Dulhania Le Jayenge
746,129,Spirited Away
747,155,The Dark Knight
748,496243,Parasite
749,497,The Green Mile
750,372058,Your Name.
751,680,Pulp Fiction
752,122,The Lord of the Rings: The Return of the King
753,13,Forrest Gump
754,429,"The Good, the Bad and the Ugly"
755,769,GoodFellas
756,346,Seven Samurai
757,12477,Grave of the Fireflies
758,637,Life Is Beautiful
759,11216,Cinema Paradiso
760,278,The Shawshank Redemption
761,238,The Godfather
762,240,The Godfather Part II
763,424,Schindler's List
764,389,12 Angry Men
765,19404,Dilwale Dulhania Le Jayenge
766,129,Spirited Away
767,155,The Dark Knight
768,496243,Parasite
769,497,The Green Mile
770,372058,Your Name.
771,680,Pulp Fiction
772,122,The Lord of the Rings: The Return of the King
773,13,Forrest Gump
774,429,"The Good, the Bad and the Ugly"
775,769,GoodFellas
776,346,Seven Samurai
777,12477,Grave of the Fireflies
778,637,Life Is Beautiful
779,11216,Cinema Paradiso
780,278,The Shawshank Redemption
781,238,The Godfather
782,240,The Godfather Part II
783,424,Schindler's List
784,389,12 Angry Men
785,19404,Dilwale Dulhania Le Jayenge
786,129,Spirited Away
787,155,The Dark Knight
788,496243,Parasite
789,497,The Green Mile
790,372058,Your Name.
791,680,Pulp Fiction
792,122,The Lord of the Rings: The Return of the King
793,13,Forrest Gump
794,429,"The Good, the Bad and the Ugly"
795,769,GoodFellas
796,346,Seven Samurai
797,12477,Grave of the Fireflies
798,637,Life Is Beautiful
799,11216,Cinema Paradiso
800,278,The Shawshank Redemption
801,238,The Godfather
802,240,The Godfather Part II
803,424,Schindler's List
804,389,12 Angry Men
805,19404,Dilwale Dulhania Le Jayenge
806,129,Spirited Away
807,155,The Dark Knight
808,496243,Parasite
809,497,The Green Mile
810,372058,Your Name.
811,680,Pulp Fiction
812,122,The Lord of the Rings: The Return of the King
813,13,Forrest Gump
814,429,"The Good, the Bad and the Ugly"
815,769,GoodFellas
816,346,Seven Samurai
817,12477,Grave of the Fireflies
818,637,Life Is Beautiful
819,11216,Cinema Paradiso
820,278,The Shawshank Redemption
821,238,The Godfather
822,240,The Godfather Part II
823,424,Schindler's List
824,389,12 Angry Men
825,19404,Dilwale Dulhania Le Jayenge
826,129,Spirited Away
827,155,The Dark Knight
828,496243,Parasite
829,497,The Green Mile
830,372058,Your Name.
831,680,Pulp Fiction
832,122,The Lord of the Rings: The Return of the King
833,13,Forrest Gump
834,429,"The Good, the Bad and the Ugly"
835,769,GoodFellas
836,346,Seven Samurai
837,12477,Grave of the Fireflies
838,637,Life Is Beautiful
839,11216,Cinema Paradiso
840,278,The Shawshank Redemption
841,238,The Godfather
842,240,The Godfather Part II
843,424,Schindler's List
844,389,12 Angry Men
845,19404,Dilwale Dulhania Le Jayenge
846,129,Spirited Away
847,155,The Dark Knight
848,496243,Parasite
849,497,The Green Mile
850,372058,Your Name.
851,680,Pulp Fiction
852,122,The Lord of the Rings: The Return of the King
853,13,Forrest Gump
854,429,"The Good, the Bad and the Ugly"
855,769,GoodFellas
856,346,Seven Samurai
857,12477,Grave of the Fireflies
858,637,Life Is Beautiful
859,11216,Cinema Paradiso
860,278,The Shawshank Redemption
861,238,The Godfather
862,240,The Godfather Part II
863,424,Schindler's List
864,389,12 Angry Men
865,19404,Dilwale Dulhania Le Jayenge
866,129,Spirited Away
867,155,The Dark Knight
868,496243,Parasite
869,497,The Green Mile
870,372058,Your Name.
871,680,Pulp Fiction
872,122,The Lord of the Rings: The Return of the King
873,13,Forrest Gump
874,429,"The Good, the Bad and the Ugly"
875,769,GoodFellas
876,346,Seven Samurai
877,12477,Grave of the Fireflies
878,637,Life Is Beautiful
879,11216,Cinema Paradiso
880,278,The Shawshank Redemption
881,238,The Godfather
882,240,The Godfather Part II
883,424,Schindler's List
884,389,12 Angry Men
885,19404,Dilwale Dulhania Le Jayenge
886,129,Spirited Away
887,155,The Dark Knight
888,496243,Parasite
889,497,The Green Mile
890,372058,Your Name.
891,680,Pulp Fiction
892,122,The Lord of the Rings: The Return of the King
893,13,Forrest Gump
894,429,"The Good, the Bad and the Ugly"
895,769,GoodFellas
896,346,Seven Samurai
897,12477,Grave of the Fireflies
898,637,Life Is Beautiful
899,11216,Cinema Paradiso
900,278,The Shawshank Redemption
901,238,The Godfather
902,240,The Godfather Part II
903,424,Schindler's List
904,389,12 Angry Men
905,19404,Dilwale Dulhania Le Jayenge
906,129,Spirited Away
907,155,The Dark Knight
908,496243,Parasite
909,497,The Green Mile
910,372058,Your Name.
911,680,Pulp Fiction
912,122,The Lord of the Rings: The Return of the King
913,13,Forrest Gump
914,429,"The Good, the Bad and the Ugly"
915,769,GoodFellas
916,346,Seven Samurai
917,12477,Grave of the Fireflies
918,637,Life Is Beautiful
919,11216,Cinema Paradiso
920,278,The Shawshank Redemption
921,238,The Godfather
922,240,The Godfather Part II
923,424,Schindler's List
924,389,12 Angry Men
925,19404,Dilwale Dulhania Le Jayenge
926,129,Spirited Away
927,155,The Dark Knight
928,496243,Parasite
929,497,The Green Mile
930,372058,Your Name.
931,680,Pulp Fiction
932,122,The Lord of the Rings: The Return of the King
933,13,Forrest Gump
934,429,"The Good, the Bad and the Ugly"
935,769,GoodFellas
936,346,Seven Samurai
937,12477,Grave of the Fireflies
938,637,Life Is Beautiful
939,11216,Cinema Paradiso
940,278,The Shawshank Redemption
941,238,The Godfather
942,240,The Godfather Part II
943,424,Schindler's List
944,389,12 Angry Men
945,19404,Dilwale Dulhania Le Jayenge
946,129,Spirited Away
947,155,The Dark Knight
948,496243,Parasite
949,497,The Green Mile
950,372058,Your Name.
951,680,Pulp Fiction
952,122,The Lord of the Rings: The Return of the King
953,13,Forrest Gump
954,429,"The Good, the Bad and the Ugly"
955,769,GoodFellas
956,346,Seven Samurai
957,12477,Grave of the Fireflies
958,637,Life Is Beautiful
959,11216,Cinema Paradiso
960,278,The Shawshank Redemption
961,238,The Godfather
962,240,The Godfather Part II
963,424,Schindler's List
964,389,12 Angry Men
965,19404,Dilwale Dulhania Le Jayenge
966,129,Spirited Away
967,155,The Dark Knight
968,496243,Parasite
969,497,The Green Mile
970,372058,Your Name.
971,680,Pulp Fiction
972,122,The Lord of the Rings: The Return of the King
973,13,Forrest Gump
974,429,"The Good, the Bad and the Ugly"
975,769,GoodFellas
976,346,Seven Samurai
977,12477,Grave of the Fireflies
978,637,Life Is Beautiful
979,11216,Cinema Paradiso
980,278,The Shawshank Redemption
981,238,The Godfather
982,240,The Godfather Part II
983,424,Schindler's List
984,389,12 Angry Men
985,19404,Dilwale Dulhania Le Jayenge
986,129,Spirited Away
987,155,The Dark Knight
988,496243,Parasite
989,497,The Green Mile
990,372058,Your Name.
991,680,Pulp Fiction
992,122,The Lord of the Rings: The Return of the King
993,13,Forrest Gump
994,429,"The Good, the Bad and the Ugly"
995,769,GoodFellas
996,346,Seven Samurai
997,12477,Grave of the Fireflies
998,637,Life Is Beautiful
999,11216,Cinema Paradiso
1000,278,The Shawshank Redemption
1001,238,The Godfather
1002,240,The Godfather Part II
1003,424,Schindler's List
1004,389,12 Angry Men
1005,19404,Dilwale Dulhania Le Jayenge
1006,129,Spirited Away
1007,155,The Dark Knight
1008,496243,Parasite
1009,497,The Green Mile
1010,372058,Your Name.
1011,680,Pulp Fiction
1012,122,The Lord of the Rings: The Return of the King
1013,13,Forrest Gump
1014,429,"The Good, the Bad and the Ugly"
1015,769,GoodFellas
1016,346,Seven Samurai
1017,12477,Grave of the Fireflies
1018,637,Life Is Beautiful
1019,11216,Cinema Paradiso
1020,278,The Shawshank Redemption
1021,238,The Godfather
1022,240,The Godfather Part II
1023,424,Schindler's List
1024,389,12 Angry Men
1025,19404,Dilwale Dulhania Le Jayenge
1026,129,Spirited Away
1027,155,The Dark Knight
1028,496243,Parasite
1029,497,The Green Mile
1030,372058,Your Name.
1031,680,Pulp Fiction
1032,122,The Lord of the Rings: The Return of the King
1033,13,Forrest Gump
1034,429,"The Good, the Bad and the Ugly"
1035,769,GoodFellas
1036,346,Seven Samurai
1037,12477,Grave of the Fireflies
1038,637,Life Is Beautiful
1039,11216,Cinema Paradiso
1040,278,The Shawshank Redemption
1041,238,The Godfather
1042,240,The Godfather Part II
1043,424,Schindler's List
1044,389,12 Angry Men
1045,19404,Dilwale Dulhania Le Jayenge
1046,129,Spirited Away
1047,155,The Dark Knight
1048,496243,Parasite
1049,497,The Green Mile
1050,372058,Your Name.
1051,680,Pulp Fiction
1052,122,The Lord of the Rings: The Return of the King
1053,13,Forrest Gump
1054,429,"The Good, the Bad and the Ugly"
1055,769,GoodFellas
1056,346,Seven Samurai
1057,12477,Grave of the Fireflies
1058,637,Life Is Beautiful
1059,11216,Cinema Paradiso
1060,278,The Shawshank Redemption
1061,238,The Godfather
1062,240,The Godfather Part II
1063,424,Schindler's List
1064,389,12 Angry Men
1065,19404,Dilwale Dulhania Le Jayenge
1066,129,Spirited Away
1067,155,The Dark Knight
1068,496243,Parasite
1069,497,The Green Mile
1070,372058,Your Name.
1071,680,Pulp Fiction
1072,122,The Lord of the Rings: The Return of the King
1073,13,Forrest Gump
1074,429,"The Good, the Bad and the Ugly"
1075,769,GoodFellas
1076,346,Seven Samurai
1077,12477,Grave of the Fireflies
1078,637,Life Is Beautiful
1079,11216,Cinema Paradiso
1080,278,The Shawshank Redemption
1081,238,The Godfather
1082,240,The Godfather Part II
1083,424,Schindler's List
1084,389,12 Angry Men
1085,19404,Dilwale Dulhania Le Jayenge
1086,129,Spirited Away
1087,155,The Dark Knight
1088,496243,Parasite
1089,497,The Green Mile
1090,372058,Your Name.
1091,680,Pulp Fiction
1092,122,The Lord of the Rings: The Return of the King
1093,13,Forrest Gump
1094,429,"The Good, the Bad and the Ugly"
1095,769,GoodFellas
1096,346,Seven Samurai
1097,12477,Grave of the Fireflies
1098,637,Life Is Beautiful
1099,11216,Cinema Paradiso
1100,278,The Shawshank Redemption
1101,238,The Godfather
1102,240,The Godfather Part II
1103,424,Schindler's List
1104,389,12 Angry Men
1105,19404,Dilwale Dulhania Le Jayenge
1106,129,Spirited Away
1107,155,The Dark Knight
1108,496243,Parasite
1109,497,The Green Mile
1110,372058,Your Name.
1111,680,Pulp Fiction
1112,122,The Lord of the Rings: The Return of the King
1113,13,Forrest Gump
1114,429,"The Good, the Bad and the Ugly"
1115,769,GoodFellas
1116,346,Seven Samurai
1117,12477,Grave of the Fireflies
1118,637,Life Is Beautiful
1119,11216,Cinema Paradiso
1120,278,The Shawshank Redemption
1121,238,The Godfather
1122,240,The Godfather Part II
1123,424,Schindler's List
1124,389,12 Angry Men
1125,19404,Dilwale Dulhania Le Jayenge
1126,129,Spirited Away
1127,155,The Dark Knight
1128,496243,Parasite
1129,497,The Green Mile
1130,372058,Your Name.
1131,680,Pulp Fiction
1132,122,The Lord of the Rings: The Return of the King
1133,13,Forrest Gump
1134,429,"The Good, the Bad and the Ugly"
1135,769,GoodFellas
1136,346,Seven Samurai
1137,12477,Grave of the Fireflies
1138,637,Life Is Beautiful
1139,11216,Cinema Paradiso
1140,278,The Shawshank Redemption
1141,238,The Godfather
1142,240,The Godfather Part II
1143,424,Schindler's List
1144,389,12 Angry Men
1145,19404,Dilwale Dulhania Le Jayenge
1146,129,Spirited Away
1147,155,The Dark Knight
1148,496243,Parasite
1149,497,The Green Mile
1150,372058,Your Name.
1151,680,Pulp Fiction
1152,122,The Lord of the Rings: The Return of the King
1153,13,Forrest Gump
1154,429,"The Good, the Bad and the Ugly"
1155,769,GoodFellas
1156,346,Seven Samurai
1157,12477,Grave of the Fireflies
1158,637,Life Is Beautiful
1159,11216,Cinema Paradiso
1160,278,The Shawshank Redemption
1161,238,The Godfather
1162,240,The Godfather Part II
1163,424,Schindler's List
1164,389,12 Angry Men
1165,19404,Dilwale Dulhania Le Jayenge
1166,129,Spirited Away
1167,155,The Dark Knight
1168,496243,Parasite
1169,497,The Green Mile
1170,372058,Your Name.
1171,680,Pulp Fiction
1172,122,The Lord of the Rings: The Return of the King
1173,13,Forrest Gump
1174,429,"The Good, the Bad and the Ugly"
1175,769,GoodFellas
1176,346,Seven Samurai
1177,12477,Grave of the Fireflies
1178,637,Life Is Beautiful
1179,11216,Cinema Paradiso
1180,278,The Shawshank Redemption
1181,238,The Godfather
1182,240,The Godfather Part II
1183,424,Schindler's List
1184,389,12 Angry Men
1185,19404,Dilwale Dulhania Le Jayenge
1186,129,Spirited Away
1187,155,The Dark Knight
1188,496243,Parasite
1189,497,The Green Mile
1190,372058,Your Name.
1191,680,Pulp Fiction
1192,122,The Lord of the Rings: The Return of the King
1193,13,Forrest Gump
1194,429,"The Good, the Bad and the Ugly"
1195,769,GoodFellas
1196,346,Seven Samurai
1197,12477,Grave of the Fireflies
1198,637,Life Is Beautiful
1199,11216,Cinema Paradiso
1200,278,The Shawshank Redemption
1201,238,The Godfather
1202,240,The Godfather Part II
1203,424,Schindler's List
1204,389,12 Angry Men
1205,19404,Dilwale Dulhania Le Jayenge
1206,129,Spirited Away
1207,155,The Dark Knight
1208,496243,Parasite
1209,497,The Green Mile
1210,372058,Your Name.
1211,680,Pulp Fiction
1212,122,The Lord of the Rings: The Return of the King
1213,13,Forrest Gump
1214,429,"The Good, the Bad and the Ugly"
1215,769,GoodFellas
1216,346,Seven Samurai
1217,12477,Grave of the Fireflies
1218,637,Life Is Beautiful
1219,11216,Cinema Paradiso
1220,278,The Shawshank Redemption
1221,238,The Godfather
1222,240,The Godfather Part II
1223,424,Schindler's List
1224,389,12 Angry Men
1225,19404,Dilwale Dulhania Le Jayenge
1226,129,Spirited Away
1227,155,The Dark Knight
1228,496243,Parasite
1229,497,The Green Mile
1230,372058,Your Name.
1231,680,Pulp Fiction
1232,122,The Lord of the Rings: The Return of the King
1233,13,Forrest Gump
1234,429,"The Good, the Bad and the Ugly"
1235,769,GoodFellas
1236,346,Seven Samurai
1237,12477,Grave of the Fireflies
1238,637,Life Is Beautiful
1239,11216,Cinema Paradiso
1240,278,The Shawshank Redemption
1241,238,The Godfather
1242,240,The Godfather Part II
1243,424,Schindler's List
1244,389,12 Angry Men
1245,19404,Dilwale Dulhania Le Jayenge
1246,129,Spirited Away
1247,155,The Dark Knight
1248,496243,Parasite
1249,497,The Green Mile
1250,372058,Your Name.
1251,680,Pulp Fiction
1252,122,The Lord of the Rings: The Return of the King
1253,13,Forrest Gump
1254,429,"The Good, the Bad and the Ugly"
1255,769,GoodFellas
1256,346,Seven Samurai
1257,12477,Grave of the Fireflies
1258,637,Life Is Beautiful
1259,11216,Cinema Paradiso
1260,278,The Shawshank Redemption
1261,238,The Godfather
1262,240,The Godfather Part II
1263,424,Schindler's List
1264,389,12 Angry Men
1265,19404,Dilwale Dulhania Le Jayenge
1266,129,Spirited Away
1267,155,The Dark Knight
1268,496243,Parasite
1269,497,The Green Mile
1270,372058,Your Name.
1271,680,Pulp Fiction
1272,122,The Lord of the Rings: The Return of the King
1273,13,Forrest Gump
1274,429,"The Good, the Bad and the Ugly"
1275,769,GoodFellas
1276,346,Seven Samurai
1277,12477,Grave of the Fireflies
1278,637,Life Is Beautiful
1279,11216,Cinema Paradiso
1280,278,The Shawshank Redemption
1281,238,The Godfather
1282,240,The Godfather Part II
1283,424,Schindler's List
1284,389,12 Angry Men
1285,19404,Dilwale Dulhania Le Jayenge
1286,129,Spirited Away
1287,155,The Dark Knight
1288,496243,Parasite
1289,497,The Green Mile
1290,372058,Your Name.
1291,680,Pulp Fiction
1292,122,The Lord of the Rings: The Return of the King
1293,13,Forrest Gump
1294,429,"The Good, the Bad and the Ugly"
1295,769,GoodFellas
1296,346,Seven Samurai
1297,12477,Grave of the Fireflies
1298,637,Life Is Beautiful
1299,11216,Cinema Paradiso
1300,278,The Shawshank Redemption
1301,238,The Godfather
1302,240,The Godfather Part II
1303,424,Schindler's List
1304,389,12 Angry Men
1305,19404,Dilwale Dulhania Le Jayenge
1306,129,Spirited Away
1307,155,The Dark Knight
1308,496243,Parasite
1309,497,The Green Mile
1310,372058,Your Name.
1311,680,Pulp Fiction
1312,122,The Lord of the Rings: The Return of the King
1313,13,Forrest Gump
1314,429,"The Good, the Bad and the Ugly"
1315,769,GoodFellas
1316,346,Seven Samurai
1317,12477,Grave of the Fireflies
1318,637,Life Is Beautiful
1319,11216,Cinema Paradiso
1320,278,The Shawshank Redemption
1321,238,The Godfather
1322,240,The Godfather Part II
1323,424,Schindler's List
1324,389,12 Angry Men
1325,19404,Dilwale Dulhania Le Jayenge
1326,129,Spirited Away
1327,155,The Dark Knight
1328,496243,Parasite
1329,497,The Green Mile
1330,372058,Your Name.
1331,680,Pulp Fiction
1332,122,The Lord of the Rings: The Return of the King
1333,13,Forrest Gump
1334,429,"The Good, the Bad and the Ugly"
1335,769,GoodFellas
1336,346,Seven Samurai
1337,12477,Grave of the Fireflies
1338,637,Life Is Beautiful
1339,11216,Cinema Paradiso
1340,278,The Shawshank Redemption
1341,238,The Godfather
1342,240,The Godfather Part II
1343,424,Schindler's List
1344,389,12 Angry Men
1345,19404,Dilwale Dulhania Le Jayenge
1346,129,Spirited Away
1347,155,The Dark Knight
1348,496243,Parasite
1349,497,The Green Mile
1350,372058,Your Name.
1351,680,Pulp Fiction
1352,122,The Lord of the Rings: The Return of the King
1353,13,Forrest Gump
1354,429,"The Good, the Bad and the Ugly"
1355,769,GoodFellas
1356,346,Seven Samurai
1357,12477,Grave of the Fireflies
1358,637,Life Is Beautiful
1359,11216,Cinema Paradiso
1360,278,The Shawshank Redemption
1361,238,The Godfather
1362,240,The Godfather Part II
1363,424,Schindler's List
1364,389,12 Angry Men
1365,19404,Dilwale Dulhania Le Jayenge
1366,129,Spirited Away
1367,155,The Dark Knight
1368,496243,Parasite
1369,497,The Green Mile
1370,372058,Your Name.
1371,680,Pulp Fiction
1372,122,The Lord of the Rings: The Return of the King
1373,13,Forrest Gump
1374,429,"The Good, the Bad and the Ugly"
1375,769,GoodFellas
1376,346,Seven Samurai
1377,12477,Grave of the Fireflies
1378,637,Life Is Beautiful
1379,11216,Cinema Paradiso
1380,278,The Shawshank Redemption
1381,238,The Godfather
1382,240,The Godfather Part II
1383,424,Schindler's List
1384,389,12 Angry Men
1385,19404,Dilwale Dulhania Le Jayenge
1386,129,Spirited Away
1387,155,The Dark Knight
1388,496243,Parasite
1389,497,The Green Mile
1390,372058,Your Name.
1391,680,Pulp Fiction
1392,122,The Lord of the Rings: The Return of the King
1393,13,Forrest Gump
1394,429,"The Good, the Bad and the Ugly"
1395,769,GoodFellas
1396,346,Seven Samurai
1397,12477,Grave of the Fireflies
1398,637,Life Is Beautiful
1399,11216,Cinema Paradiso
1400,278,The Shawshank Redemption
1401,238,The Godfather
1402,240,The Godfather Part II
1403,424,Schindler's List
1404,389,12 Angry Men
1405,19404,Dilwale Dulhania Le Jayenge
1406,129,Spirited Away
1407,155,The Dark Knight
1408,496243,Parasite
1409,497,The Green Mile
1410,372058,Your Name.
1411,680,Pulp Fiction
1412,122,The Lord of the Rings: The Return of the King
1413,13,Forrest Gump
1414,429,"The Good, the Bad and the Ugly"
1415,769,GoodFellas
1416,346,Seven Samurai
1417,12477,Grave of the Fireflies
1418,637,Life Is Beautiful
1419,11216,Cinema Paradiso
1420,278,The Shawshank Redemption
1421,238,The Godfather
1422,240,The Godfather Part II
1423,424,Schindler's List
1424,389,12 Angry Men
1425,19404,Dilwale Dulhania Le Jayenge
1426,129,Spirited Away
1427,155,The Dark Knight
1428,496243,Parasite
1429,497,The Green Mile
1430,372058,Your Name.
1431,680,Pulp Fiction
1432,122,The Lord of the Rings: The Return of the King
1433,13,Forrest Gump
1434,429,"The Good, the Bad and the Ugly"
1435,769,GoodFellas
1436,346,Seven Samurai
1437,12477,Grave of the Fireflies
1438,637,Life Is Beautiful
1439,11216,Cinema Paradiso
1440,278,The Shawshank Redemption
1441,238,The Godfather
1442,240,The Godfather Part II
1443,424,Schindler's List
1444,389,12 Angry Men
1445,19404,Dilwale Dulhania Le Jayenge
1446,129,Spirited Away
1447,155,The Dark Knight
1448,496243,Parasite
1449,497,The Green Mile
1450,372058,Your Name.
1451,680,Pulp Fiction
1452,122,The Lord of the Rings: The Return of the King
1453,13,Forrest Gump
1454,429,"The Good, the Bad and the Ugly"
1455,769,GoodFellas
1456,346,Seven Samurai
1457,12477,Grave of the Fireflies
1458,637,Life Is Beautiful
1459,11216,Cinema Paradiso
1460,278,The Shawshank Redemption
1461,238,The Godfather
1462,240,The Godfather Part II
1463,424,Schindler's List
1464,389,12 Angry Men
1465,19404,Dilwale Dulhania Le Jayenge
1466,129,Spirited Away
1467,155,The Dark Knight
1468,496243,Parasite
1469,497,The Green Mile
1470,372058,Your Name.
1471,680,Pulp Fiction
1472,122,The Lord of the Rings: The Return of the King
1473,13,Forrest Gump
1474,429,"The Good, the Bad and the Ugly"
1475,769,GoodFellas
1476,346,Seven Samurai
1477,12477,Grave of the Fireflies
1478,637,Life Is Beautiful
1479,11216,Cinema Paradiso
1480,278,The Shawshank Redemption
1481,238,The Godfather
1482,240,The Godfather Part II
1483,424,Schindler's List
1484,389,12 Angry Men
1485,19404,Dilwale Dulhania Le Jayenge
1486,129,Spirited Away
1487,155,The Dark Knight
1488,496243,Parasite
1489,497,The Green Mile
1490,372058,Your Name.
1491,680,Pulp Fiction
1492,122,The Lord of the Rings: The Return of the King
1493,13,Forrest Gump
1494,429,"The Good, the Bad and the Ugly"
1495,769,GoodFellas
1496,346,Seven Samurai
1497,12477,Grave of the Fireflies
1498,637,Life Is Beautiful
1499,11216,Cinema Paradiso
1500,278,The Shawshank Redemption
1501,238,The Godfather
1502,240,The Godfather Part II
1503,424,Schindler's List
1504,389,12 Angry Men
1505,19404,Dilwale Dulhania Le Jayenge
1506,129,Spirited Away
1507,155,The Dark Knight
1508,496243,Parasite
1509,497,The Green Mile
1510,372058,Your Name.
1511,680,Pulp Fiction
1512,122,The Lord of the Rings: The Return of the King
1513,13,Forrest Gump
1514,429,"The Good, the Bad and the Ugly"
1515,769,GoodFellas
1516,346,Seven Samurai
1517,12477,Grave of the Fireflies
1518,637,Life Is Beautiful
1519,11216,Cinema Paradiso
1520,278,The Shawshank Redemption
1521,238,The Godfather
1522,240,The Godfather Part II
1523,424,Schindler's List
1524,389,12 Angry Men
1525,19404,Dilwale Dulhania Le Jayenge
1526,129,Spirited Away
1527,155,The Dark Knight
1528,496243,Parasite
1529,497,The Green Mile
1530,372058,Your Name.
1531,680,Pulp Fiction
1532,122,The Lord of the Rings: The Return of the King
1533,13,Forrest Gump
1534,429,"The Good, the Bad and the Ugly"
1535,769,GoodFellas
1536,346,Seven Samurai
1537,12477,Grave of the Fireflies
1538,637,Life Is Beautiful
1539,11216,Cinema Paradiso
1540,278,The Shawshank Redemption
1541,238,The Godfather
1542,240,The Godfather Part II
1543,424,Schindler's List
1544,389,12 Angry Men
1545,19404,Dilwale Dulhania Le Jayenge
1546,129,Spirited Away
1547,155,The Dark Knight
1548,496243,Parasite
1549,497,The Green Mile
1550,372058,Your Name.
1551,680,Pulp Fiction
1552,122,The Lord of the Rings: The Return of the King
1553,13,Forrest Gump
1554,429,"The Good, the Bad and the Ugly"
1555,769,GoodFellas
1556,346,Seven Samurai
1557,12477,Grave of the Fireflies
1558,637,Life Is Beautiful
1559,11216,Cinema Paradiso
1560,278,The Shawshank Redemption
1561,238,The Godfather
1562,240,The Godfather Part II
1563,424,Schindler's List
1564,389,12 Angry Men
1565,19404,Dilwale Dulhania Le Jayenge
1566,129,Spirited Away
1567,155,The Dark Knight
1568,496243,Parasite
1569,497,The Green Mile
1570,372058,Your Name.
1571,680,Pulp Fiction
1572,122,The Lord of the Rings: The Return of the King
1573,13,Forrest Gump
1574,429,"The Good, the Bad and the Ugly"
1575,769,GoodFellas
1576,346,Seven Samurai
1577,12477,Grave of the Fireflies
1578,637,Life Is Beautiful
1579,11216,Cinema Paradiso
1580,278,The Shawshank Redemption
1581,238,The Godfather
1582,240,The Godfather Part II
1583,424,Schindler's List
1584,389,12 Angry Men
1585,19404,Dilwale Dulhania Le Jayenge
1586,129,Spirited Away
1587,155,The Dark Knight
1588,496243,Parasite
1589,497,The Green Mile
